,date,open,high,low,close,adj_close,volume,stock
0,1962-01-02,6.5321550369262695,6.556184768676758,6.5321550369262695,6.5321550369262695,1.5366575717926023,55900,AA
1,1962-01-02,6.125843524932861,6.160982131958008,6.125843524932861,6.125843524932861,1.4146506786346436,59700,ARNC
2,1962-01-02,0.8374485373497009,0.8374485373497009,0.8230452537536621,0.8230452537536621,0.1457476019859314,352200,BA
3,1962-01-02,1.6041666269302368,1.6197916269302368,1.5885416269302368,1.6041666269302368,0.13695742189884186,163200,CAT
4,1962-01-02,0.0,3.2961308956146236,3.2440476417541504,3.2961308956146236,0.0519925132393837,105600,CVX
5,1962-01-02,0.09290838986635208,0.09602611511945723,0.09290838986635208,0.09290838986635208,0.03551724553108215,817400,DIS
6,1962-01-02,0.0,30.6875,30.375,30.375,0.5069432854652405,1600,DTE
7,1962-01-02,0.0,10.28125,10.125,10.125,0.2273507714271545,25600,ED
8,1962-01-02,0.0,7.6875,7.541666507720947,7.583333492279053,0.9789445996284484,49200,FL
9,1962-01-02,0.7512019276618958,0.7637219429016113,0.7436898946762085,0.7486979365348816,0.0017815923783928156,2156500,GE
10,1962-01-02,0.0,11.1875,11.0,11.125,1.9360235929489136,32000,GT
11,1962-01-02,0.13127270340919495,0.13127270340919495,0.12417688220739365,0.12417688220739365,0.00688728503882885,2480300,HPQ
12,1962-01-02,7.7133331298828125,7.7133331298828125,7.62666654586792,7.62666654586792,0.618152916431427,387200,IBM
13,1962-01-02,0.0,9.064276695251463,8.852776527404785,8.852776527404785,0.7757689356803894,48600,IP
14,1962-01-02,0.0,0.22337962687015533,0.2222222238779068,0.22337962687015533,6.281418905018654e-07,0,JNJ
15,1962-01-02,0.2630208432674408,0.2701822817325592,0.2630208432674408,0.2630208432674408,0.004237719811499119,806400,KO
16,1962-01-02,0.0,0.1918402761220932,0.1892361044883728,0.1892361044883728,0.0002316218306077644,345600,MO
17,1962-01-02,0.0,263.125,258.125,260.625,116.5582046508789,400,NAV
18,1962-01-02,0.0,1.44140625,1.421875,1.4296875,0.013509385287761688,192000,PG
19,1962-01-02,0.0,1.58984375,1.578125,1.578125,0.013913333415985107,902400,XOM
20,1962-01-03,6.5321550369262695,6.632279872894287,6.5241451263427725,6.632279872894287,1.5602117776870728,74500,AA
21,1962-01-03,6.125843524932861,6.219546318054199,6.11413049697876,6.219546318054199,1.436288595199585,79600,ARNC
22,1962-01-03,0.8353909254074097,0.8518518805503845,0.8353909254074097,0.8395061492919922,0.1486625373363495,710400,BA
23,1962-01-03,1.6041666269302368,1.6197916269302368,1.5885416269302368,1.6197916269302368,0.13829129934310913,156000,CAT
24,1962-01-03,0.0,3.3035714626312256,3.2738094329833984,3.2886905670166016,0.05187510699033737,126400,CVX
25,1962-01-03,0.09290838986635208,0.09446725249290466,0.09290838986635208,0.0941554754972458,0.035993970930576324,778500,DIS
26,1962-01-03,0.0,30.375,30.125,30.125,0.5027709007263184,4400,DTE
27,1962-01-03,0.0,10.203125,10.125,10.125,0.2273507714271545,28800,ED
28,1962-01-03,0.0,7.53125,7.5,7.5,0.9681870341300964,31200,FL
29,1962-01-03,0.7449418902397156,0.7449418902397156,0.7386819124221802,0.7411859035491943,0.0017637168057262895,1477600,GE
30,1962-01-03,0.0,11.09375,10.9375,10.9375,1.9033942222595213,28000,GT
31,1962-01-03,0.12417688220739365,0.12417688220739365,0.12151595205068587,0.12284641712903975,0.006813489831984043,507300,HPQ
32,1962-01-03,7.62666654586792,7.693333148956299,7.62666654586792,7.693333148956299,0.6235558390617371,288000,IBM
33,1962-01-03,0.0,8.91320514678955,8.73192024230957,8.73192024230957,0.7651784420013428,50700,IP
34,1962-01-03,0.0,0.22106482088565824,0.21990740299224854,0.21990740299224854,6.183778396007257e-07,345600,JNJ
35,1962-01-03,0.2591145932674408,0.2591145932674408,0.2532552182674408,0.2571614682674408,0.004143316764384508,1574400,KO
36,1962-01-03,0.0,0.1861979216337204,0.1848958283662796,0.1857638955116272,0.0002273719583172351,1209600,MO
37,1962-01-03,0.0,265.0,256.25,264.375,118.23534393310548,700,NAV
38,1962-01-03,0.0,1.4296875,1.40234375,1.4140625,0.013361743651330471,428800,PG
39,1962-01-03,0.0,1.6015625,1.578125,1.6015625,0.014119982719421387,1200000,XOM
40,1962-01-04,6.632279872894287,6.66431999206543,6.632279872894287,6.632279872894287,1.5602117776870728,80500,AA
41,1962-01-04,6.219546318054199,6.266397953033447,6.219546318054199,6.219546318054199,1.436288595199585,86000,ARNC
42,1962-01-04,0.8395061492919922,0.8539094924926758,0.8312757015228271,0.8312757015228271,0.1472051739692688,911000,BA
43,1962-01-04,1.65625,1.7083333730697632,1.65625,1.6614583730697632,0.14184868335723874,355200,CAT
44,1962-01-04,0.0,3.2886905670166016,3.2589285373687744,3.2589285373687744,0.05140563473105431,75200,CVX
45,1962-01-04,0.0941554754972458,0.09446725249290466,0.09353192895650864,0.0941554754972458,0.035993970930576324,934200,DIS
46,1962-01-04,0.0,30.3125,29.875,29.875,0.4985983967781067,6600,DTE
47,1962-01-04,0.0,10.1875,10.09375,10.09375,0.2266490459442139,21600,ED
48,1962-01-04,0.0,7.552083492279053,7.395833492279053,7.416666507720947,0.9574284553527832,37200,FL
49,1962-01-04,0.7411859035491943,0.7474459409713745,0.7261618375778198,0.732421875,0.001742862514220178,1837000,GE
50,1962-01-04,0.0,11.0625,10.78125,10.875,1.8925178050994875,29200,GT
51,1962-01-04,0.12284641712903975,0.12683781981468198,0.11796803772449492,0.12018548697233199,0.006665901280939579,845500,HPQ
52,1962-01-04,7.693333148956299,7.693333148956299,7.613333225250244,7.616666793823242,0.6173425316810608,256000,IBM
53,1962-01-04,0.0,8.852776527404785,8.701705932617188,8.701705932617188,0.7625306844711304,45800,IP
54,1962-01-04,0.0,0.22106482088565824,0.21759259700775144,0.21759259700775144,6.118683586464613e-07,216000,JNJ
55,1962-01-04,0.2578125,0.2610677182674408,0.2578125,0.2591145932674408,0.0041747852228581905,844800,KO
56,1962-01-04,0.0,0.1875,0.1844618022441864,0.1870659738779068,0.00022896566952113068,2592000,MO
57,1962-01-04,0.0,267.5,261.25,261.25,116.83771514892578,800,NAV
58,1962-01-04,0.0,1.41796875,1.390625,1.390625,0.013140278868377207,326400,PG
59,1962-01-04,0.0,1.61328125,1.59765625,1.60546875,0.014154412783682346,1088000,XOM
60,1962-01-05,6.632279872894287,6.656310081481934,6.616260051727295,6.624269962310791,1.5583264827728271,70500,AA
61,1962-01-05,6.219546318054199,6.254684925079347,6.196120738983153,6.207833766937256,1.433584451675415,75300,ARNC
62,1962-01-05,0.8312757015228271,0.8353909254074097,0.7921810746192932,0.8148148059844971,0.14429011940956116,880400,BA
63,1962-01-05,1.6614583730697632,1.6979166269302368,1.65625,1.6770833730697632,0.14318270981311798,163200,CAT
64,1962-01-05,0.0,3.2663691043853764,3.1770832538604736,3.1770832538604736,0.05011463165283203,201600,CVX
65,1962-01-05,0.0941554754972458,0.09477902203798294,0.09384370595216752,0.09446725249290466,0.036113176494836814,934200,DIS
66,1962-01-05,0.0,29.8125,29.25,29.25,0.4881676435470581,9000,DTE
67,1962-01-05,0.0,10.03125,9.875,9.875,0.22173722088336945,46400,ED
68,1962-01-05,0.0,7.395833492279053,7.208333492279053,7.208333492279053,0.9305352568626404,30000,FL
69,1962-01-05,0.732421875,0.7336738705635071,0.7011218070983887,0.7136418223381042,0.001698172534815967,2725600,GE
70,1962-01-05,0.0,11.09375,10.875,11.0,1.9142693281173704,28000,GT
71,1962-01-05,0.1197419986128807,0.1197419986128807,0.11752454936504365,0.11752454936504365,0.006518316920846701,338200,HPQ
72,1962-01-05,7.606666564941406,7.606666564941406,7.453333377838135,7.46666669845581,0.6051849722862244,363200,IBM
73,1962-01-05,0.0,8.882990837097168,8.671491622924805,8.79234790802002,0.7704741358757019,72600,IP
74,1962-01-05,0.0,0.21585647761821747,0.21412037312984467,0.21412037312984467,6.021047624926722e-07,129600,JNJ
75,1962-01-05,0.2591145932674408,0.2623697817325592,0.2526041567325592,0.2532552182674408,0.004080379381775856,1420800,KO
76,1962-01-05,0.0,0.1953125,0.1840277761220932,0.1892361044883728,0.0002316218306077644,2937600,MO
77,1962-01-05,0.0,264.375,260.625,263.75,117.95579528808594,800,NAV
78,1962-01-05,0.0,1.39453125,1.36328125,1.380859375,0.013047998771071434,544000,PG
79,1962-01-05,0.0,1.61328125,1.56640625,1.5703125,0.013844466768205166,1222400,XOM
80,1962-01-08,6.608250141143799,6.608250141143799,6.339914798736572,6.4079999923706055,1.5074503421783447,93800,AA
81,1962-01-08,6.184407711029053,6.184407711029053,5.950150012969972,5.997001647949219,1.3848974704742432,100300,ARNC
82,1962-01-08,0.8148148059844971,0.8292180895805359,0.8045267462730408,0.8168724179267883,0.14465448260307312,473600,BA
83,1962-01-08,1.6770833730697632,1.703125,1.6666666269302368,1.6875,0.14407198131084442,204000,CAT
84,1962-01-08,0.0,3.1919643878936768,3.1398808956146236,3.1622023582458496,0.04987993463873863,124800,CVX
85,1962-01-08,0.09446725249290466,0.09571434557437897,0.09228484332561493,0.0941554754972458,0.035993970930576324,1245600,DIS
86,1962-01-08,0.0,29.3125,29.0,29.3125,0.4892106354236603,5800,DTE
87,1962-01-08,0.0,10.03125,9.890625,9.921875,0.22278954088687894,29600,ED
88,1962-01-08,0.0,7.291666507720947,7.166666507720947,7.197916507720947,0.929190754890442,48000,FL
89,1962-01-08,0.7136418223381042,0.7136418223381042,0.6911057829856873,0.7123898267745972,0.0016951947472989561,3095000,GE
90,1962-01-08,0.0,11.0,10.71875,10.78125,1.8762017488479612,43200,GT
91,1962-01-08,0.11752454936504365,0.1192985102534294,0.11530710756778716,0.1192985102534294,0.006616706028580666,873700,HPQ
92,1962-01-08,7.460000038146973,7.460000038146973,7.266666889190674,7.326666831970215,0.5938370823860168,544000,IBM
93,1962-01-08,0.0,8.762133598327638,8.399562835693361,8.611063003540039,0.7545875310897827,88800,IP
94,1962-01-08,0.0,0.21238425374031067,0.21064814925193787,0.21064814925193787,5.923411094954645e-07,172800,JNJ
95,1962-01-08,0.2513020932674408,0.2513020932674408,0.2457682341337204,0.2506510317325592,0.004038420505821705,2035200,KO
96,1962-01-08,0.0,0.1892361044883728,0.1866319477558136,0.1879340261220932,0.000230028061196208,1382400,MO
97,1962-01-08,0.0,261.875,258.125,260.0,116.27873992919922,1000,NAV
98,1962-01-08,0.0,1.373046875,1.328125,1.34375,0.012697354890406132,1523200,PG
99,1962-01-08,0.0,1.58203125,1.546875,1.56640625,0.01381004136055708,1388800,XOM
100,1962-01-09,6.4079999923706055,6.508124828338622,6.355935096740723,6.355935096740723,1.4952024221420288,64500,AA
101,1962-01-09,5.997001647949219,6.0907044410705575,5.9735755920410165,5.9735755920410165,1.3794876337051392,68900,ARNC
102,1962-01-09,0.8168724179267883,0.8374485373497009,0.8106995820999146,0.8189300298690796,0.14501884579658508,576800,BA
103,1962-01-09,1.6875,1.71875,1.671875,1.703125,0.1454060822725296,290400,CAT
104,1962-01-09,0.0,3.2068452835083012,3.125,3.2068452835083012,0.050584077835083015,182400,CVX
105,1962-01-09,0.0941554754972458,0.09602611511945723,0.09353192895650864,0.09602611511945723,0.03670910373330116,622800,DIS
106,1962-01-09,0.0,29.375,29.125,29.375,0.4902534782886505,4400,DTE
107,1962-01-09,0.0,10.03125,9.90625,9.90625,0.2224387526512146,40000,ED
